publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime
2022-09-19T22:00:00Z,UCXh1RmJysmA5-rXO76qJ9ag,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 임창정 박효신성시경 백지영 더원태연박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 임창정 박효신성시경 백지영 ...,"{'default': {'url': 'https://i.ytimg.com/vi/1cnDcpYHTwM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1cnDcpYHTwM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1cnDcpYHTwM/hqdefault.jpg', 'width': 480, 'height': 360}}",발라드 - Kpop,none,2022-09-19T22:00:00Z
2022-09-19T21:45:00Z,UCJDKzc7X5VaxWjnBTHLhFxQ,발라드 명곡 모음 광고없음 노래모음 2022 💖 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송,발라드 명곡 모음 광고없음 노래모음 2022 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송.,"{'default': {'url': 'https://i.ytimg.com/vi/5-EyrJRMwNM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5-EyrJRMwNM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5-EyrJRMwNM/hqdefault.jpg', 'width': 480, 'height': 360}}",노래 모음,none,2022-09-19T21:45:00Z
2022-09-19T21:00:23Z,UCgzDGFoXdKu88IPf35Yg-LA,발라드명곡 노래모음 ✨ 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ✨ PLAYLIST ✨눈의 꽃/서쪽하늘 가사/첫눈처럼 너에게 가겠다/오직 너만/사랑 안해.,발라드명곡 노래모음 ✨ 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ✨ PLAYLIST ✨눈의 꽃/서쪽하늘 가사/첫눈처럼 너에게 ...,"{'default': {'url': 'https://i.ytimg.com/vi/x0e4pOoUG0o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x0e4pOoUG0o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x0e4pOoUG0o/hqdefault.jpg', 'width': 480, 'height': 360}}",Kpop Ballad ,none,2022-09-19T21:00:23Z
2022-09-19T21:00:14Z,UCpP5ZqQQp9yrjX0hSO1QTIg,하루 종일 듣기 좋은 노래 💖 일할때 듣기좋은 발라드 추천 광고없는 노래모음 HD 17/9,하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음 HD 17/9 https://youtu.be/POaWLsra9Lo ...,"{'default': {'url': 'https://i.ytimg.com/vi/POaWLsra9Lo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/POaWLsra9Lo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/POaWLsra9Lo/hqdefault.jpg', 'width': 480, 'height': 360}}",발라드 모음 - Pop Music,none,2022-09-19T21:00:14Z
2022-09-19T21:00:01Z,UCO8shD-DNK0DDmsjIxkVRRg,"광고 없는 발라드 걸작 모음 2022년 노래 모음 💋 일할 때, 슬플 때 듣기 좋은 노래",https://www.youtube.com/playlist?list=PL2inzgZU4ZJvvKl2Db5Gk3UkDGgYFY9JT 광고 없는 발라드 걸작 모음 2022년 노래 ...,"{'default': {'url': 'https://i.ytimg.com/vi/ay_yxBkipMc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ay_yxBkipMc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ay_yxBkipMc/hqdefault.jpg', 'width': 480, 'height': 360}}",k pop hits,none,2022-09-19T21:00:01Z
2022-09-19T21:00:10Z,UCZ_BgdaGBL4_cLD4tEgjyTw,"하루 종일 듣기 좋은 노래 💖 일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건,디셈버.","하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음 양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린, ...","{'default': {'url': 'https://i.ytimg.com/vi/U6e11ftEjwM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/U6e11ftEjwM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/U6e11ftEjwM/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-19T21:00:10Z
2022-09-19T18:43:15Z,UC3V-PzPAWDOPdRLg_xfXhYA,발라드 명곡 모음 광고없음 노래모음 2022 💔 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송,발라드 명곡 모음 광고없음 노래모음 2022 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송 01. 고유비 - Remember ...,"{'default': {'url': 'https://i.ytimg.com/vi/yzYZ4Y6relA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yzYZ4Y6relA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yzYZ4Y6relA/hqdefault.jpg', 'width': 480, 'height': 360}}",한국 라디오,none,2022-09-19T18:43:15Z
2022-09-19T10:52:31Z,UCC6fYTZ9AIkqNy6zYEHVwow,KPOP Orchestra Collection 가요 국악버전 모음 / 쉴때듣는노래 일할때듣기좋은음악 공부 작업 휴식 게임,MP3: https://flowmusic.kr 1. 00:00 (G)I-DLE - TOMBOY 3. 02:55 IVE - LOVE DIVE 3. 06:18 BE'O - Limousine 4. 10:00 BLACKPINK ...,"{'default': {'url': 'https://i.ytimg.com/vi/eu6nSJsX2Cg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eu6nSJsX2Cg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eu6nSJsX2Cg/hqdefault.jpg', 'width': 480, 'height': 360}}",Flow Music,none,2022-09-19T10:52:31Z
2022-09-19T08:36:52Z,UCd5NZXR-TAX9yAqRw3f2A_w,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 임창정 박효신성시경 백지영 더원태연박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 임창정 박효신성시경 백지영 ...,"{'default': {'url': 'https://i.ytimg.com/vi/EU0L2XJz_Qk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EU0L2XJz_Qk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EU0L2XJz_Qk/hqdefault.jpg', 'width': 480, 'height': 360}}",Korean 발라드,none,2022-09-19T08:36:52Z
2022-09-19T03:03:14Z,UCZ_BgdaGBL4_cLD4tEgjyTw,"하루 종일 듣기 좋은 노래 💖 일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건,디셈버.","하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음 양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린, ...","{'default': {'url': 'https://i.ytimg.com/vi/_H4YW6rDbFE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_H4YW6rDbFE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_H4YW6rDbFE/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-19T03:03:14Z
2022-09-19T00:54:39Z,UCqHYlWdv4UOd2-JpmQjHXyA,"광고 없는 발라드 걸작 모음 2022년 노래 모음🌦️일할 때, 슬플 때 듣기 좋은 노래","광고 없는 발라드 걸작 모음 2022년 노래 모음🌦️일할 때, 슬플 때 듣기 좋은 노래 광고 없는 발라드 걸작 모음 2022년 노래 모음🌦️ ...","{'default': {'url': 'https://i.ytimg.com/vi/-gK7F4UbcfU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-gK7F4UbcfU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-gK7F4UbcfU/hqdefault.jpg', 'width': 480, 'height': 360}}",Kpop Hits,none,2022-09-19T00:54:39Z
2022-09-19T00:37:27Z,UCLnCaR73ngnMJhZl730d9tQ,가을에 듣기 좋은 노래 베스트 100곡 🎵 하루 종일 들어도 좋은노래 BEST 100곡 🎵 운동할 때 듣는 음악 | 일할때 듣기좋은 발라드 36,가을에 듣기 좋은 노래 베스트 100곡 하루 종일 들어도 좋은노래 BEST 100곡 운동할 때 듣는 음악 | 일할때 듣기좋은 발라드 36 ...,"{'default': {'url': 'https://i.ytimg.com/vi/1Sl0LDJ--ms/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1Sl0LDJ--ms/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1Sl0LDJ--ms/hqdefault.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,none,2022-09-19T00:37:27Z
2022-09-18T23:00:04Z,UCrcR604GgTyt_dckqLMlFhQ,일할 때 듣기 좋은 노래 💝 1990년대 ~ 2000년대 감성 발라드 모음💝하루 종일 듣기 좋은 베스트 40곡 - 여름 더위를 이겨낼 발라드 모음,일할 때 듣기 좋은 노래 1990년대 ~ 2000년대 감성 발라드 모음  하루 종일 듣기 좋은 베스트 40곡 - 여름 더위를 이겨낼 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/LMGjFFQ4qho/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LMGjFFQ4qho/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LMGjFFQ4qho/hqdefault.jpg', 'width': 480, 'height': 360}}",KBS 샤넬,none,2022-09-18T23:00:04Z
2022-09-18T22:00:13Z,UC3V-PzPAWDOPdRLg_xfXhYA,가을에 듣기 좋은 노래 베스트 50곡 - 하루 종일 들어도 좋은노래 TOP 50곡 - 일할때 듣기좋은 발라드 추천 광고없는 노래모음,가을에 듣기 좋은 노래 베스트 50곡 - 하루 종일 들어도 좋은노래 TOP 50곡 - 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ...,"{'default': {'url': 'https://i.ytimg.com/vi/VnTFixlRZDQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/VnTFixlRZDQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/VnTFixlRZDQ/hqdefault.jpg', 'width': 480, 'height': 360}}",한국 라디오,none,2022-09-18T22:00:13Z
2022-09-18T21:45:00Z,UC-S5Fa3shcvAwJUU8F1RxvQ,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 /임창정 /박효신/성시경/ 백지영/ 더원/태연/박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 /임창정 /박효신/성시경/ ...,"{'default': {'url': 'https://i.ytimg.com/vi/ubmWMRqv680/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ubmWMRqv680/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ubmWMRqv680/hqdefault.jpg', 'width': 480, 'height': 360}}",음악 채널,none,2022-09-18T21:45:00Z
2022-09-18T21:30:04Z,UCaxNIEIYPfxkLT7T2Feg7bQ,일할때 듣기좋은 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 가을에 듣기 좋은 노래 BEST 모음,일할때 듣기좋은 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 가을에 듣기 좋은 노래 BEST 모음 ...,"{'default': {'url': 'https://i.ytimg.com/vi/bba1DMRGXzs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bba1DMRGXzs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bba1DMRGXzs/hqdefault.jpg', 'width': 480, 'height': 360}}",Kpop Music,none,2022-09-18T21:30:04Z
2022-09-18T21:00:12Z,UCbrCWDza-2f609N9vdYG2_A,하루 종일 들어도 좋은노래 BEST 100곡 ✨ 일할때 듣기좋은 발라드 ✨ 이승철/박효신/펀치/백지영/에일리/거미/김범수.,하루 종일 들어도 좋은노래 BEST 100곡 ✨ 일할때 듣기좋은 발라드 ✨ 이승철/박효신/펀치/백지영/에일리/거미/김범수.,"{'default': {'url': 'https://i.ytimg.com/vi/euRhi0lmnzc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/euRhi0lmnzc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/euRhi0lmnzc/hqdefault.jpg', 'width': 480, 'height': 360}}",KPOP BEST SONG,none,2022-09-18T21:00:12Z
2022-09-18T21:00:05Z,UCO8shD-DNK0DDmsjIxkVRRg,"광고 없는 발라드 걸작 모음 2022년 노래 모음🍑🍑 일할 때, 슬플 때 듣기 좋은 노래",https://www.youtube.com/playlist?list=PL2inzgZU4ZJvvKl2Db5Gk3UkDGgYFY9JT 광고 없는 발라드 걸작 모음 2022년 노래 ...,"{'default': {'url': 'https://i.ytimg.com/vi/FCAXWk5gqUo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FCAXWk5gqUo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FCAXWk5gqUo/hqdefault.jpg', 'width': 480, 'height': 360}}",k pop hits,none,2022-09-18T21:00:05Z
2022-09-18T21:00:11Z,UCpP5ZqQQp9yrjX0hSO1QTIg,일할때 듣기좋은 발라드 추천 광고없는 노래모음 ▪ 하루 종일 들어도 좋은노래 BEST 100곡 HD 19/9,일할때 듣기좋은 발라드 추천 광고없는 노래모음 ▫ 하루 종일 들어도 좋은노래 BEST 100곡 HD 19/9 https://youtu.be/lNib23JcUbs ...,"{'default': {'url': 'https://i.ytimg.com/vi/lNib23JcUbs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lNib23JcUbs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lNib23JcUbs/hqdefault.jpg', 'width': 480, 'height': 360}}",발라드 모음 - Pop Music,none,2022-09-18T21:00:11Z
2022-09-18T21:00:19Z,UCgzDGFoXdKu88IPf35Yg-LA,발라드명곡 노래모음 ✨ 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ✨ PLAYLIST ✨눈의 꽃/서쪽하늘 가사/첫눈처럼 너에게 가겠다/오직 너만/사랑 안해.,발라드명곡 노래모음 ✨ 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ✨ PLAYLIST ✨눈의 꽃/서쪽하늘 가사/첫눈처럼 너에게 ...,"{'default': {'url': 'https://i.ytimg.com/vi/R-ZJS2hRgMM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/R-ZJS2hRgMM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/R-ZJS2hRgMM/hqdefault.jpg', 'width': 480, 'height': 360}}",Kpop Ballad ,none,2022-09-18T21:00:19Z
2022-09-18T21:00:31Z,UCZ_BgdaGBL4_cLD4tEgjyTw,"하루 종일 들어도 좋은노래 BEST 50곡.일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건.","하루 종일 들어도 좋은노래 BEST 50곡.일할때 듣기좋은 발라드 추천 광고없는 노래모음 양파, 이승기,왁스,김범수,소울스타,원티드, ...","{'default': {'url': 'https://i.ytimg.com/vi/pgLjTE7DPjM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pgLjTE7DPjM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pgLjTE7DPjM/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-18T21:00:31Z
2022-09-18T20:00:01Z,UCAW-YM5d1BtwTuCetEXPxQA,노래모음 발라드 | 좋은노래 일할때 듣기좋은 발라드추천 | 노래모음 광고없음 팝송 | 추천 발라드 모음,노래모음 발라드 | 좋은노래 일할때 듣기좋은 발라드추천 | 노래모음 광고없음 팝송 | 추천 발라드 모음 하루 종일 듣기 좋은 노래 - 일할 ...,"{'default': {'url': 'https://i.ytimg.com/vi/4DHaqA5G4BA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4DHaqA5G4BA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4DHaqA5G4BA/hqdefault.jpg', 'width': 480, 'height': 360}}",Favorite Korean Music,none,2022-09-18T20:00:01Z
2022-09-18T17:38:11Z,UC3V-PzPAWDOPdRLg_xfXhYA,발라드 명곡 모음 광고없음 노래모음 2022 ❤️ 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송,발라드 명곡 모음 광고없음 노래모음 2022 ❤️ 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송 01. 장혜진 - 하늘을 ...,"{'default': {'url': 'https://i.ytimg.com/vi/pE4cXC97T6Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pE4cXC97T6Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pE4cXC97T6Q/hqdefault.jpg', 'width': 480, 'height': 360}}",한국 라디오,none,2022-09-18T17:38:11Z
2022-09-18T13:41:43Z,UCoRiXRsgxVUEYqUAKq8Msug,#노동요 #신나는 노래 #걸스힙합 #아이돌 신나는노래 노동요 일할때 듣기 좋은 노래,일할때 듣기 신나는 노래 모았어요. 듣기 좋았으면 좋아요 와 구독 부탁드립니다. 감사합니다.,"{'default': {'url': 'https://i.ytimg.com/vi/w55qTdrUp84/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/w55qTdrUp84/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/w55qTdrUp84/hqdefault.jpg', 'width': 480, 'height': 360}}",마노,none,2022-09-18T13:41:43Z
2022-09-18T09:57:58Z,UCLnCaR73ngnMJhZl730d9tQ,발라드 명곡 모음 광고없음 노래모음 2022💖 1990년대 ~ 2000년대 감성 발라드 모음 🌧 비오는날 듣기 좋은 발라드곡 모음,발라드 명곡 모음 광고없음 노래모음 2022   1990년대 ~ 2000년대 감성 발라드 모음 비오는날 듣기 좋은 발라드곡 모음 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/WGmByxBynsQ/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WGmByxBynsQ/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WGmByxBynsQ/hqdefault_live.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,live,2022-09-18T09:57:58Z
2022-09-18T09:57:22Z,UCLnCaR73ngnMJhZl730d9tQ,일할 때 듣기 좋은 노래 💖 1990년대 ~ 2000년대 감성 발라드 모음💝하루 종일 듣기 좋은 베스트 50곡 - 가을에 듣기 좋은 노래 베스트,일할 때 듣기 좋은 노래 1990년대 ~ 2000년대 감성 발라드 모음  하루 종일 듣기 좋은 베스트 50곡 - 가을에 듣기 좋은 노래 베스트 ...,"{'default': {'url': 'https://i.ytimg.com/vi/RqCoSu1IEQQ/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RqCoSu1IEQQ/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RqCoSu1IEQQ/hqdefault_live.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,live,2022-09-18T09:57:22Z
2022-09-18T04:42:51Z,UCLnCaR73ngnMJhZl730d9tQ,일할 때 듣기 좋은 노래 💖 1990년대 ~ 2000년대 감성 발라드 모음💖 하루 종일 듣기 좋은 베스트 40곡 - 여름 더위를 이겨낼 발라드 모음,일할 때 듣기 좋은 노래 1990년대 ~ 2000년대 감성 발라드 모음   하루 종일 듣기 좋은 베스트 40곡 - 여름 더위를 이겨낼 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/Ui5t4tDhKus/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Ui5t4tDhKus/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Ui5t4tDhKus/hqdefault_live.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,live,2022-09-18T04:42:51Z
2022-09-20T23:00:01Z,UCoQy9FkmNm1aDDNU3oSAJyA,[ 🌈 90~2000년대 감성 발라드 히트곡 🌙 ] 첫 소절만 들어도 눈물나는 감성 발라드 모음~ 눈물나게 하는 추천 발라드 ~ Korean ballad songs,90~2000년대 감성 발라드 히트곡 ] 첫 소절만 들어도 눈물나는 감성 발라드 모음~ 눈물나게 하는 추천 발라드 ~ Korean ballad ...,"{'default': {'url': 'https://i.ytimg.com/vi/3DMA085hdbo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3DMA085hdbo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3DMA085hdbo/hqdefault.jpg', 'width': 480, 'height': 360}}",떠오르는 별,none,2022-09-20T23:00:01Z
2022-09-20T23:00:30Z,UCej27YKcps6O0Ja9wAcdKfA,가을에 듣기 좋은 노래 베스트 100곡   드라마 OST 역대 가장 인기 많았던 노래 베스트20 ️ 영화 사운드 트랙 컬렉션 광고 없음,가을에 듣기 좋은 노래 베스트 100곡 드라마 OST 역대 가장 인기 많았던 노래 베스트20 ️ 영화 사운드 트랙 컬렉션 광고 없음 korean ...,"{'default': {'url': 'https://i.ytimg.com/vi/rB7ZdZ-Um10/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rB7ZdZ-Um10/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rB7ZdZ-Um10/hqdefault.jpg', 'width': 480, 'height': 360}}",Soul102 Melody,none,2022-09-20T23:00:30Z
2022-09-20T22:30:05Z,UC3yDkSsHGxxH65awcbZdrHA,하루종일 듣기 좋은 노래 |  일할때 듣기좋은 발라드 추천 광고없는 노래모음,하루종일 듣기 좋은 노래 | 일할때 듣기좋은 발라드 추천 광고없는 노래모음 발라드 차트둥이 는 국내외 유명 가수 및 뮤지션과 연계된 ...,"{'default': {'url': 'https://i.ytimg.com/vi/KZayxRO8ZTU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KZayxRO8ZTU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KZayxRO8ZTU/hqdefault.jpg', 'width': 480, 'height': 360}}",Ballad Korean Music,none,2022-09-20T22:30:05Z
2022-09-20T22:00:15Z,UCgd98i9dm6cPm2o-5WtxqIw,하루 종일 듣기 좋은 노래 🎶 일할때 듣기좋은 발라드 추천 광고없는 노래모음🎶 김범수 임창정 박효신성시경 백지영,하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음   김범수 임창정 박효신성시경 백지영 ...,"{'default': {'url': 'https://i.ytimg.com/vi/PhSPnM11HXU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PhSPnM11HXU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PhSPnM11HXU/hqdefault.jpg', 'width': 480, 'height': 360}}",멜로디 소리,none,2022-09-20T22:00:15Z
2022-09-20T22:00:11Z,UCaLO6w1uUScJ1lZHCZDmNbw,듣기만 해도 설레는 1990~2000년 - 가을에 듣기 좋은 노래 베스트 100곡 - 일할 때 듣기 좋은 노래 듣는 이의 마음을 울리는 발라드 모음집 - k-pop 발라드 모음,듣기만 해도 설레는 1990~2000년 - 가을에 듣기 좋은 노래 베스트 100곡 - 일할 때 듣기 좋은 노래 듣는 이의 마음을 울리는 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/SxvwvFxVnlU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SxvwvFxVnlU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SxvwvFxVnlU/hqdefault.jpg', 'width': 480, 'height': 360}}",추억 소환 ,none,2022-09-20T22:00:11Z
2022-09-20T22:00:09Z,UCaw9iGu5i1_76bpaRAGI7NA,일할 때 듣기 좋은 노래 8090년대 기 좋은 추천 발라드 모음| k-pop 발라드 모음 - 당신의 마음을 감동시키는 노래들 - 발라드 모음,일할 때 듣기 좋은 노래 8090년대 기 좋은 추천 발라드 모음| k-pop 발라드 모음 - 당신의 마음을 감동시키는 노래들 - 발라드 모음 ...,"{'default': {'url': 'https://i.ytimg.com/vi/NZ2nmOmfp_U/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NZ2nmOmfp_U/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NZ2nmOmfp_U/hqdefault.jpg', 'width': 480, 'height': 360}}", Korean KPOP - Ballad Music,none,2022-09-20T22:00:09Z
2022-09-20T21:45:01Z,UC-S5Fa3shcvAwJUU8F1RxvQ,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 /임창정 /박효신/성시경/ 백지영/ 더원/태연/박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 /임창정 /박효신/성시경/ ...,"{'default': {'url': 'https://i.ytimg.com/vi/lxOd88q-hdE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lxOd88q-hdE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lxOd88q-hdE/hqdefault.jpg', 'width': 480, 'height': 360}}",음악 채널,none,2022-09-20T21:45:01Z
